1.59	4.6757e-11
1.60	4.2126e-11
1.61	4.7785e-11
1.62	4.6097e-11
1.63	4.9255e-11
1.64	4.4037e-11
1.65	5.0359e-11
1.66	4.6566e-11
1.67	4.5790e-11
1.68	4.4632e-11
1.69	5.7632e-11
1.70	4.4687e-11
1.71	4.7834e-11
1.72	4.6152e-11
1.73	4.4848e-11
1.74	4.7840e-11
1.75	4.1961e-11
1.76	4.6453e-11
1.77	4.5577e-11
1.78	4.9049e-11
1.79	4.8472e-11
1.80	4.6333e-11
1.81	4.6309e-11
1.82	5.3146e-11
1.83	4.5846e-11
1.84	5.3405e-11
1.85	4.9233e-11
1.86	5.4865e-11
1.87	4.5425e-11
1.88	4.9556e-11
1.89	5.1399e-11
1.90	4.9809e-11
1.91	5.2216e-11
1.92	4.7800e-11
1.93	4.8628e-11
1.94	5.0751e-11
1.95	4.8518e-11
1.96	4.8800e-11
1.97	4.7008e-11
1.98	4.9279e-11
1.99	5.0282e-11
2.00	5.5093e-11
2.01	4.9117e-11
2.02	4.9117e-11
2.03	4.9117e-11
2.04	4.9117e-11
2.05	4.9117e-11
2.06	4.9117e-11
2.07	4.9117e-11
2.08	4.9117e-11
2.09	4.9117e-11
2.10	4.9117e-11
2.11	4.8215e-11
2.12	4.8215e-11
2.13	4.8215e-11
2.14	4.8215e-11
2.15	4.8215e-11
2.16	4.8215e-11
2.17	4.8215e-11
2.18	4.8215e-11
2.19	4.8215e-11
2.20	4.8215e-11
2.21	4.1665e-11
2.22	4.1665e-11
2.23	4.1665e-11
2.24	4.1665e-11
2.25	4.1665e-11
2.26	4.1665e-11
2.27	4.1665e-11
2.28	4.1665e-11
2.29	4.1665e-11
2.30	4.1665e-11
2.31	3.1754e-11
2.32	3.1754e-11
2.33	3.1754e-11
2.34	3.1754e-11
2.35	3.1754e-11
2.36	3.1754e-11
2.37	3.1754e-11
2.38	3.1754e-11
2.39	3.1754e-11
2.40	3.1754e-11
2.41	2.4725e-11
2.42	2.4725e-11
2.43	2.4725e-11
2.44	2.4725e-11
2.45	2.4725e-11
2.46	2.4725e-11
2.47	2.4725e-11
2.48	2.4725e-11
2.49	2.4725e-11
2.50	2.4725e-11
2.51	2.0425e-11
2.52	2.0425e-11
2.53	2.0425e-11
2.54	2.0425e-11
2.55	2.0425e-11
2.56	2.0425e-11
2.57	2.0425e-11
2.58	2.0425e-11
2.59	2.0425e-11
2.60	2.0425e-11
2.61	1.6983e-11
2.62	1.6983e-11
2.63	1.6983e-11
2.64	1.6983e-11
2.65	1.6983e-11
2.66	1.6983e-11
2.67	1.6983e-11
2.68	1.6983e-11
2.69	1.6983e-11
2.70	1.6983e-11
2.71	1.4082e-11
2.72	1.4082e-11
2.73	1.4082e-11
2.74	1.4082e-11
2.75	1.4082e-11
2.76	1.4082e-11
2.77	1.4082e-11
2.78	1.4082e-11
2.79	1.4082e-11
2.80	1.4082e-11
2.81	1.1014e-11
2.82	1.1014e-11
2.83	1.1014e-11
2.84	1.1014e-11
2.85	1.1014e-11
2.86	1.1014e-11
2.87	1.1014e-11
2.88	1.1014e-11
2.89	1.1014e-11
2.90	1.1014e-11
2.91	7.9385e-12
2.92	7.9385e-12
2.93	7.9385e-12
2.94	7.9385e-12
2.95	7.9385e-12
2.96	7.9385e-12
2.97	7.9385e-12
2.98	7.9385e-12
2.99	7.9385e-12
3.00	7.9385e-12
3.01	6.9651e-12
3.02	6.9651e-12
3.03	6.9651e-12
3.04	6.9651e-12
3.05	6.9651e-12
3.06	6.9651e-12
3.07	6.9651e-12
3.08	6.9651e-12
3.09	6.9651e-12
3.10	6.9651e-12
3.11	5.4822e-12
3.12	5.4822e-12
3.13	5.4822e-12
3.14	5.4822e-12
3.15	5.4822e-12
3.16	5.4822e-12
3.17	5.4822e-12
3.18	5.4822e-12
3.19	5.4822e-12
3.20	5.4822e-12
3.21	5.0397e-12
3.22	5.0397e-12
3.23	5.0397e-12
3.24	5.0397e-12
3.25	5.0397e-12
3.26	5.0397e-12
3.27	5.0397e-12
3.28	5.0397e-12
3.29	5.0397e-12
3.30	5.0397e-12
3.31	4.2487e-12
3.32	4.2487e-12
3.33	4.2487e-12
3.34	4.2487e-12
3.35	4.2487e-12
3.36	4.2487e-12
3.37	4.2487e-12
3.38	4.2487e-12
3.39	4.2487e-12
3.40	4.2487e-12
3.41	3.7498e-12
3.42	3.7498e-12
3.43	3.7498e-12
3.44	3.7498e-12
3.45	3.7498e-12
3.46	3.7498e-12
3.47	3.7498e-12
3.48	3.7498e-12
3.49	3.7498e-12
3.50	3.7498e-12
3.51	3.1956e-12
3.52	3.1956e-12
3.53	3.1956e-12
3.54	3.1956e-12
3.55	3.1956e-12
3.56	3.1956e-12
3.57	3.1956e-12
3.58	3.1956e-12
3.59	3.1956e-12
3.60	3.1956e-12
3.61	2.9773e-12
3.62	2.9773e-12
3.63	2.9773e-12
3.64	2.9773e-12
3.65	2.9773e-12
3.66	2.9773e-12
3.67	2.9773e-12
3.68	2.9773e-12
3.69	2.9773e-12
3.70	2.9773e-12
3.71	2.8117e-12
3.72	2.8117e-12
3.73	2.8117e-12
3.74	2.8117e-12
3.75	2.8117e-12
3.76	2.8117e-12
3.77	2.8117e-12
3.78	2.8117e-12
3.79	2.8117e-12
3.80	2.8117e-12
3.81	2.6353e-12
3.82	2.6353e-12
3.83	2.6353e-12
3.84	2.6353e-12
3.85	2.6353e-12
3.86	2.6353e-12
3.87	2.6353e-12
3.88	2.6353e-12
3.89	2.6353e-12
3.90	2.6353e-12
3.91	2.4291e-12
3.92	2.4291e-12
3.93	2.4291e-12
3.94	2.4291e-12
3.95	2.4291e-12
3.96	2.4291e-12
3.97	2.4291e-12
3.98	2.4291e-12
3.99	2.4291e-12
4.00	2.4291e-12
4.01	2.0851e-12
4.02	2.0851e-12
4.03	2.0851e-12
4.04	2.0851e-12
4.05	2.0851e-12
4.06	2.0851e-12
4.07	2.0851e-12
4.08	2.0851e-12
4.09	2.0851e-12
4.10	2.0851e-12
4.11	2.6105e-12
4.12	2.6105e-12
4.13	2.6105e-12
4.14	2.6105e-12
4.15	2.6105e-12
4.16	2.6105e-12
4.17	2.6105e-12
4.18	2.6105e-12
4.19	2.6105e-12
4.20	2.6105e-12
4.21	1.9562e-12
4.22	1.9562e-12
4.23	1.9562e-12
4.24	1.9562e-12
4.25	1.9562e-12
4.26	1.9562e-12
4.27	1.9562e-12
4.28	1.9562e-12
4.29	1.9562e-12
4.30	1.9562e-12
4.31	1.5993e-12
4.32	1.5993e-12
4.33	1.5993e-12
4.34	1.5993e-12
4.35	1.5993e-12
4.36	1.5993e-12
4.37	1.5993e-12
4.38	1.5993e-12
4.39	1.5993e-12
4.40	1.5993e-12
4.41	1.8037e-12
4.42	1.8037e-12
4.43	1.8037e-12
4.44	1.8037e-12
4.45	1.8037e-12
4.46	1.8037e-12
4.47	1.8037e-12
4.48	1.8037e-12
4.49	1.8037e-12
4.50	1.8037e-12
4.51	1.5055e-12
4.52	1.5055e-12
4.53	1.5055e-12
4.54	1.5055e-12
4.55	1.5055e-12
4.56	1.5055e-12
4.57	1.5055e-12
4.58	1.5055e-12
4.59	1.5055e-12
4.60	1.5055e-12
4.61	1.2608e-12
4.62	1.2608e-12
4.63	1.2608e-12
4.64	1.2608e-12
4.65	1.2608e-12
4.66	1.2608e-12
4.67	1.2608e-12
4.68	1.2608e-12
4.69	1.2608e-12
4.70	1.2608e-12
4.71	1.0734e-12
4.72	1.0734e-12
4.73	1.0734e-12
4.74	1.0734e-12
4.75	1.0734e-12
4.76	1.0734e-12
4.77	1.0734e-12
4.78	1.0734e-12
4.79	1.0734e-12
4.80	1.0734e-12
4.81	1.2750e-12
4.82	1.2750e-12
4.83	1.2750e-12
4.84	1.2750e-12
4.85	1.2750e-12
4.86	1.2750e-12
4.87	1.2750e-12
4.88	1.2750e-12
4.89	1.2750e-12
4.90	1.2750e-12
4.91	1.0056e-12
4.92	1.0056e-12
4.93	1.0056e-12
4.94	1.0056e-12
4.95	1.0056e-12
4.96	1.0056e-12
4.97	1.0056e-12
4.98	1.0056e-12
4.99	1.0056e-12
5.00	1.0056e-12
5.01	9.1324e-13
5.02	9.1324e-13
5.03	9.1324e-13
5.04	9.1324e-13
5.05	9.1324e-13
5.06	9.1324e-13
5.07	9.1324e-13
5.08	9.1324e-13
5.09	9.1324e-13
5.10	9.1324e-13
5.11	8.9987e-13
5.12	8.9987e-13
5.13	8.9987e-13
5.14	8.9987e-13
5.15	8.9987e-13
5.16	8.9987e-13
5.17	8.9987e-13
5.18	8.9987e-13
5.19	8.9987e-13
5.20	8.9987e-13
5.21	7.8470e-13
5.22	7.8470e-13
5.23	7.8470e-13
5.24	7.8470e-13
5.25	7.8470e-13
5.26	7.8470e-13
5.27	7.8470e-13
5.28	7.8470e-13
5.29	7.8470e-13
5.30	7.8470e-13
5.31	6.7650e-13
5.32	6.7650e-13
5.33	6.7650e-13
5.34	6.7650e-13
5.35	6.7650e-13
5.36	6.7650e-13
5.37	6.7650e-13
5.38	6.7650e-13
5.39	6.7650e-13
5.40	6.7650e-13
5.41	6.6303e-13
5.42	6.6303e-13
5.43	6.6303e-13
5.44	6.6303e-13
5.45	6.6303e-13
5.46	6.6303e-13
5.47	6.6303e-13
5.48	6.6303e-13
5.49	6.6303e-13
5.50	6.6303e-13
5.51	4.9025e-13
5.52	4.9025e-13
5.53	4.9025e-13
5.54	4.9025e-13
5.55	4.9025e-13
5.56	4.9025e-13
5.57	4.9025e-13
5.58	4.9025e-13
5.59	4.9025e-13
5.60	4.9025e-13
5.61	4.2125e-13
5.62	4.2125e-13
5.63	4.2125e-13
5.64	4.2125e-13
5.65	4.2125e-13
5.66	4.2125e-13
5.67	4.2125e-13
5.68	4.2125e-13
5.69	4.2125e-13
5.70	4.2125e-13
5.71	4.9217e-13
5.72	4.9217e-13
5.73	4.9217e-13
5.74	4.9217e-13
5.75	4.9217e-13
5.76	4.9217e-13
5.77	4.9217e-13
5.78	4.9217e-13
5.79	4.9217e-13
5.80	4.9217e-13
5.81	4.0165e-13
5.82	4.0165e-13
5.83	4.0165e-13
5.84	4.0165e-13
5.85	4.0165e-13
5.86	4.0165e-13
5.87	4.0165e-13
5.88	4.0165e-13
5.89	4.0165e-13
5.90	4.0165e-13
5.91	3.4820e-13
5.92	3.4820e-13
5.93	3.4820e-13
5.94	3.4820e-13
5.95	3.4820e-13
5.96	3.4820e-13
5.97	3.4820e-13
5.98	3.4820e-13
5.99	3.4820e-13
6.00	3.4820e-13
6.01	4.2381e-13
6.02	4.2381e-13
6.03	4.2381e-13
6.04	4.2381e-13
6.05	4.2381e-13
6.06	4.2381e-13
6.07	4.2381e-13
6.08	4.2381e-13
6.09	4.2381e-13
6.10	4.2381e-13
6.11	4.4995e-13
6.12	4.4995e-13
6.13	4.4995e-13
6.14	4.4995e-13
6.15	4.4995e-13
6.16	4.4995e-13
6.17	4.4995e-13
6.18	4.4995e-13
6.19	4.4995e-13
6.20	4.4995e-13
6.21	3.8837e-13
6.22	3.8837e-13
6.23	3.8837e-13
6.24	3.8837e-13
6.25	3.8837e-13
6.26	3.8837e-13
6.27	3.8837e-13
6.28	3.8837e-13
6.29	3.8837e-13
6.30	3.8837e-13
6.31	2.9187e-13
6.32	2.9187e-13
6.33	2.9187e-13
6.34	2.9187e-13
6.35	2.9187e-13
6.36	2.9187e-13
6.37	2.9187e-13
6.38	2.9187e-13
6.39	2.9187e-13
6.40	2.9187e-13
6.41	3.1927e-13
6.42	3.1927e-13
6.43	3.1927e-13
6.44	3.1927e-13
6.45	3.1927e-13
6.46	3.1927e-13
6.47	3.1927e-13
6.48	3.1927e-13
6.49	3.1927e-13
6.50	3.1927e-13
6.51	2.6492e-13
6.52	2.6492e-13
6.53	2.6492e-13
6.54	2.6492e-13
6.55	2.6492e-13
6.56	2.6492e-13
6.57	2.6492e-13
6.58	2.6492e-13
6.59	2.6492e-13
6.60	2.6492e-13
6.61	1.6102e-13
6.62	1.6102e-13
6.63	1.6102e-13
6.64	1.6102e-13
6.65	1.6102e-13
6.66	1.6102e-13
6.67	1.6102e-13
6.68	1.6102e-13
6.69	1.6102e-13
6.70	1.6102e-13
6.71	2.0258e-13
6.72	2.0258e-13
6.73	2.0258e-13
6.74	2.0258e-13
6.75	2.0258e-13
6.76	2.0258e-13
6.77	2.0258e-13
6.78	2.0258e-13
6.79	2.0258e-13
6.80	2.0258e-13
6.81	1.9198e-13
6.82	1.9198e-13
6.83	1.9198e-13
6.84	1.9198e-13
6.85	1.9198e-13
6.86	1.9198e-13
6.87	1.9198e-13
6.88	1.9198e-13
6.89	1.9198e-13
6.90	1.9198e-13
6.91	1.8798e-13
6.92	1.8798e-13
6.93	1.8798e-13
6.94	1.8798e-13
6.95	1.8798e-13
6.96	1.8798e-13
6.97	1.8798e-13
6.98	1.8798e-13
6.99	1.8798e-13
7.00	1.8798e-13
7.01	2.1098e-13
7.02	2.1098e-13
7.03	2.1098e-13
7.04	2.1098e-13
7.05	2.1098e-13
7.06	2.1098e-13
7.07	2.1098e-13
7.08	2.1098e-13
7.09	2.1098e-13
7.10	2.1098e-13
7.11	1.3894e-13
7.12	1.3894e-13
7.13	1.3894e-13
7.14	1.3894e-13
7.15	1.3894e-13
7.16	1.3894e-13
7.17	1.3894e-13
7.18	1.3894e-13
7.19	1.3894e-13
7.20	1.3894e-13
7.21	2.1602e-13
7.22	2.1602e-13
7.23	2.1602e-13
7.24	2.1602e-13
7.25	2.1602e-13
7.26	2.1602e-13
7.27	2.1602e-13
7.28	2.1602e-13
7.29	2.1602e-13
7.30	2.1602e-13
7.31	1.8551e-13
7.32	1.8551e-13
7.33	1.8551e-13
7.34	1.8551e-13
7.35	1.8551e-13
7.36	1.8551e-13
7.37	1.8551e-13
7.38	1.8551e-13
7.39	1.8551e-13
7.40	1.8551e-13
